kva,n_customers,avg_utilization,std_utilization,avg_diversity_factor
25.0,1,0.7070784112026235,0.3609011513510977,24.7426800670874
25.0,2,0.9128961473323096,0.433745726798589,29.883330981477933
25.0,3,1.9452453499690723,0.690052675711159,31.97124671484793
25.0,4,2.1019692561369894,0.5271777472785227,34.13504266156782
25.0,5,2.198985036901748,0.7005663316230677,38.19698041525293
25.0,6,2.0471971528719353,0.4665471691328916,44.93995745568161
25.0,7,2.765574129353089,0.6355129978964371,39.93676878088344
25.0,8,3.344595049739403,1.1357373478348471,42.05724577770911
25.0,9,3.2621262335998744,0.5940335637112905,42.33907083839362
25.0,10,3.562768668126888,0.8023882204921322,44.487012077491876
25.0,11,3.6171423776801364,0.7960875670276275,48.45941167583599
25.0,12,4.01158080010328,0.6629323739171431,47.90009319357402
25.0,13,4.048100392460647,0.482344288851094,49.14063207850455
25.0,14,4.063597673134962,0.8937923867060398,52.10928080704186
25.0,15,4.826447977691531,1.0056142945595468,49.9835565333716
25.0,16,5.786871971422694,0.7733237095519832,46.81070816656842
25.0,17,4.302492568613375,0.7668158854456815,58.43774227198244
25.0,18,5.799273770656123,0.6367947280279482,52.379902439131705
25.0,19,5.889032796866456,0.5166120077716082,50.515479217201886
25.0,20,6.100776123651838,0.6052224819580252,51.62420844536423
25.0,21,6.723356036321914,0.2803899034521701,51.13083646413
25.0,22,6.419942365687399,0.22205021217434662,52.637464275579624
25.0,23,6.621179025596627,0.4776539110258803,54.34215490571796
25.0,24,6.925517857013577,0.407380515602246,54.48820327037248
25.0,25,6.83269543423504,0.3157311214349792,56.80751222728119
25.0,26,7.4269865294533135,0.018978539108521708,55.42374368264306
50.0,1,0.3920302496322846,0.3135006157522123,20.371235745616183
50.0,2,0.6444268531477119,0.20952288918071427,30.369263121700975
50.0,3,0.8215328843696869,0.49064954242586994,30.06388437176894
50.0,4,0.9844456050416449,0.4001589480212127,33.98393704458124
50.0,5,0.9628353863757498,0.30050694342475925,40.68751005027059
50.0,6,1.5662105369111938,0.28421325369276623,35.70011404704706
50.0,7,1.175691684812959,0.2614153296934498,44.40207537809788
50.0,8,1.8448011744701804,0.4569880750322788,38.63319661724356
50.0,9,1.582238701661518,0.16742043722371125,45.23358417189273
50.0,10,1.9100185627482156,0.42079512253846457,44.951178786519904
50.0,11,1.8319712677567925,0.28385235590489033,46.84833122971855
50.0,12,2.0333033872932775,0.4084535143526584,46.2392162997465
50.0,13,2.1211620542385887,0.3515092782203648,49.33687073141682
50.0,14,2.401176816120536,0.4106682579657172,47.94200952044621
50.0,15,2.614917313137935,0.42732639101608216,46.423454668829265
50.0,16,2.5693144022943284,0.37119211305231237,49.505815124165416
50.0,17,2.4005888016175505,0.35810275357753935,54.347805295024365
50.0,18,3.010183185951596,0.23629735686684086,49.0524350017588
50.0,19,2.918472766551382,0.3007155393658469,51.46028255911542
50.0,20,2.8040077910071894,0.3901296678000446,54.522335975888666
50.0,21,3.112961797002421,0.27668459429500614,53.66544734468228
50.0,22,3.316779851757925,0.2302712553357335,53.57438816172862
50.0,23,3.342466449928525,0.21512472202641422,53.870945247378515
50.0,24,3.493474914885791,0.1159609356613694,54.61419680330357
50.0,25,3.57382056612526,0.1369173316465615,54.80590073460856
50.0,26,3.7113699157792,0.014237284134158592,55.51110307433805
75.0,1,0.20146903820720746,0.05483887534291849,22.866248329354203
75.0,2,0.3867721959922543,0.22319377134177038,27.051304840154938
75.0,3,0.5178374107900512,0.13321470284710785,33.960332064564106
75.0,4,0.6757192863685495,0.2657262847470576,35.73033972451801
75.0,5,0.6023333876537312,0.07625189883042921,40.02369175567809
75.0,6,0.8776986621453862,0.22944996627366093,38.20300952610868
75.0,7,0.9514382212916923,0.30226615337453583,43.48637203640571
75.0,8,1.1662595262163473,0.2384355653821175,41.54256048434662
75.0,9,1.1435828202428566,0.32404424454861797,44.32319845148574
75.0,10,1.2543056944491677,0.3277524106502243,45.711494373110426
75.0,11,1.2435246124600627,0.2825234955363898,48.09833501321715
75.0,12,1.423238817838532,0.1173382491749772,46.01139662716262
75.0,13,1.773788656276706,0.27126093565963955,43.84021496195885
75.0,14,1.5147309222504435,0.2256784034434611,49.54105494630072
75.0,15,1.5527208937312438,0.2627837366282675,50.7310573864271
75.0,16,1.7066737056720125,0.41001060625129393,52.52883149079959
75.0,17,1.739978960926236,0.17197264096655246,49.44905540316196
75.0,18,1.9625963205447738,0.17392210533258293,49.40424124994589
75.0,19,2.0042589767884715,0.30972162516172974,52.032441843993055
75.0,20,2.0442894516794246,0.1777512211740056,52.563950971045735
75.0,21,2.059399260882885,0.22519747304352047,53.595937138199744
75.0,22,2.325453605799049,0.06512107102048055,51.18202658744978
75.0,23,2.336487410456205,0.07257581704521682,52.58449062008687
75.0,24,2.2828404631924544,0.24226737139180418,55.61058730741088
75.0,25,2.3638954635408256,0.12909693318351698,55.83187389705971
75.0,26,2.4737365344263784,0.007442737527878328,55.6158388661764
