transformer_id,kva_rating,allocated_kw,allocated_kva,utilization_factor
T1_75kVA,75.0,83.88863585156662,93.20959539062957,1.2427946052083942
T2_50kVA,50.0,55.92575723437775,62.13973026041972,1.2427946052083945
T3_25kVA,25.0,27.962878617188874,31.06986513020986,1.2427946052083945
