trial,cluster_index,cluster_size_houses,cluster_peak_kw,cluster_required_kva,chosen_transformer_kva,building_IDs
8,1,4,11.937928710868595,13.264365234298438,25.0,"['343990', '451461', '527237', '299354']"
8,2,11,26.675349951916136,29.63927772435126,50.0,"['97512', '544772', '519092', '35073', '241959', '174570', '160568', '31382', '229548', '337614', '118013']"
8,3,6,13.772271443080223,15.302523825644691,25.0,"['160568', '31382', '229548', '337614', '118013', '491749']"
8,4,6,22.758468451868897,25.287187168743216,50.0,[]
9,1,6,20.247386766971267,22.497096407745854,25.0,"['238242', '373657', '112300', '547294', '15089', '417114']"
9,2,12,30.928126669829126,34.36458518869903,50.0,"['232939', '223077', '248221', '506220', '497858', '106794', '279405', '454770', '486178']"
9,3,6,26.03981233169952,28.933124812999466,50.0,"['279405', '454770', '486178']"
9,4,3,22.958855375707465,25.509839306341625,50.0,[]
10,1,5,14.788496000376766,16.43166222264085,25.0,"['425465', '524546', '498546', '317423', '18626']"
10,2,5,23.0160646193012,25.57340513255689,50.0,"['352319', '389346', '165026', '159311', '216764']"
10,3,1,3.5032943587981897,3.892549287553544,25.0,['389346']
10,4,7,26.31345534029319,29.237172600325763,50.0,"['219636', '372892', '249134', '318055', '302621', '163934', '537920']"
10,5,7,24.578192285819668,27.309102539799632,50.0,"['196305', '67009']"
10,6,2,12.826776566431727,14.251973962701918,25.0,[]
11,1,3,14.991352317724813,16.657058130805346,25.0,"['327612', '214106', '179644']"
11,2,12,31.33185105879059,34.81316784310066,50.0,"['524496', '223077', '57620', '412017', '385476', '449778', '485566', '454310', '509992', '387140', '96862', '179886']"
11,3,1,8.77349176386814,9.748324182075711,25.0,['223077']
11,4,11,34.519276235026354,38.354751372251506,50.0,[]
12,1,12,42.398181738016206,47.109090820018004,50.0,"['153713', '495378', '404444', '409483', '368041', '49559', '223077', '129766', '233532', '519092', '524444', '18838']"
12,2,11,29.474310239717067,32.74923359968563,50.0,"['18838', '193154', '126795', '269586']"
12,3,4,11.673582531078727,12.970647256754141,25.0,[]
13,1,12,26.215804022375885,29.128671135973203,50.0,"['307573', '284091', '255345', '428747', '318055', '515041', '473426', '117120', '432318', '291601', '440204', '482358']"
13,2,2,11.749359939832159,13.054844377591287,25.0,"['255345', '428747']"
13,3,5,19.86101091879696,22.0677899097744,25.0,"['117120', '432318', '291601', '440204', '482358']"
13,4,8,37.89502325715229,42.10558139683587,50.0,[]
14,1,9,19.976581883721487,22.196202093023874,25.0,"['131226', '265551', '436627', '521269', '391468', '361089', '21595', '282048', '336050']"
14,2,2,6.643622575859977,7.381802862066641,25.0,"['436627', '521269']"
14,3,10,32.49220509483362,36.10245010537069,50.0,"['168910', '156716', '467636', '227517', '383693', '327596']"
14,4,6,18.076577299403716,20.085085888226352,25.0,[]
15,1,5,15.908178747799287,17.67575416422143,25.0,"['451978', '389744', '215656', '172155', '396629']"
15,2,1,15.330982663471513,17.034425181635015,25.0,['389744']
15,3,12,33.31001955353612,37.01113283726236,50.0,"['517144', '248221', '486178', '110117', '454110', '242999', '201687', '240212', '259004']"
15,4,9,31.85853266025481,35.39836962250534,50.0,[]
16,1,7,27.681385789863437,30.757095322070484,50.0,"['237962', '303622', '397555', '261802', '361750', '476573', '157218']"
16,2,10,31.026981489172165,34.47442387685796,50.0,"['122061', '52377', '142620', '40995', '489009', '384563', '66449', '192800', '175977', '392818']"
16,3,8,27.065473088748067,30.072747876386742,50.0,"['175977', '392818']"
16,4,2,5.525266679734658,6.139185199705175,25.0,[]
17,1,7,27.416460921314147,30.46273435701572,50.0,"['543210', '137501', '309544', '248221', '16760', '506136', '483644']"
17,2,11,34.96872966622206,38.854144073580066,50.0,"['327596', '515041', '210595', '329123', '173606', '101380', '280063', '173278', '253224']"
17,3,7,20.615783272901677,22.90642585877964,25.0,"['173278', '253224']"
17,4,2,14.263429687495467,15.848255208328297,25.0,[]
18,1,7,21.391801890977874,23.768668767753194,25.0,"['476573', '517258', '524510', '43092', '316051', '142225', '206494']"
18,2,1,10.861556705538472,12.06839633948719,25.0,['517258']
18,3,12,30.13082845886089,33.47869828762321,50.0,"['217704', '237120', '44738', '274702', '498854', '31382', '341670']"
18,4,5,14.112622105534816,15.680691228372018,25.0,"['31382', '341670']"
18,5,1,3.1314257997599015,3.4793619997332237,25.0,['341670']
18,6,1,12.474998261950798,13.86110917994533,25.0,[]
19,1,7,20.792595507060206,23.102883896733562,25.0,"['206494', '125128', '40454', '76849', '408279', '489422', '192389']"
19,2,12,30.208261246870144,33.5647347187446,50.0,"['95159', '347246', '222350', '327131', '139404', '201834', '160880', '349166']"
19,3,7,21.634758545603685,24.038620606226317,25.0,['349166']
19,4,1,5.0495747132536,5.610638570281778,25.0,[]
