bldg_id,total_energy_kwh,total_peak_kw,total_avg_kw,heating_energy_kwh,heating_peak_kw,heating_pct,cooling_energy_kwh,cooling_peak_kw,cooling_pct,water_heating_energy_kwh,water_heating_peak_kw,water_heating_pct,lighting_energy_kwh,lighting_peak_kw,lighting_pct,other_energy_kwh,other_peak_kw,other_pct
409590,1268.242737795469,45.65156145128944,10.568689481628912,1007.9034673794251,39.40901635140931,79.4724414611212,6.0,0.05,0.4730955534923494,110.00131084444445,5.500065542222223,8.67352183980607,20.763676309237916,0.4297369935478761,1.6372004893424823,123.57428326236172,3.912712559669963,9.743740656237897
549938,1438.6878658462042,41.75709635603136,11.989065548718372,1336.9080402157638,33.917328715833335,92.92551024814713,6.0,0.05,0.4170466813849808,14.20850265074074,5.500065542222223,0.987601479656855,57.522353081016185,1.924840614810038,3.998251076315488,24.048969898683694,0.4121377531616735,1.6715905144955558
69185,845.9436646333312,36.9522507794452,7.049530538611093,594.2977678694592,29.676344359363085,70.25264124734048,0.7124999999999998,0.015,0.08422546675242593,89.37606506111112,5.500065542222223,10.56525024037512,10.19588952800392,0.22670634485818,1.2052681465997224,151.36144217475686,2.379694426815344,17.892614898932248
52452,792.8119621557541,33.5158949432455,6.606766351297952,638.5845159454539,32.96076893722006,80.54678113194247,0.7124999999999998,0.015,0.08986998607622215,32.54205445814815,5.500065542222223,4.104637166379562,10.731632850578213,0.403866176047703,1.353616413833814,110.24125890157404,3.2536509409226086,13.905095301767947
972,828.611903653916,33.46753660960562,6.905099197115967,752.7166977804823,33.06181385597708,90.84068119963521,6.0,0.05,0.7241025591766062,23.37527855444445,5.500065542222223,2.8210165037898776,12.925281138612002,0.3807951854580817,1.5598715250910116,33.594646180377424,1.4018297686256795,4.054328212307315
255328,1264.9082963807282,33.24137244202821,10.540902469839402,1145.686851833333,28.64217129583333,90.57469660934927,6.0,0.05,0.4743426869100117,40.24833490222222,3.499855208888889,3.181917220195681,8.144835697831745,0.1898600394981972,0.643907208225015,64.82827394734105,4.3902048618586615,5.12513627532001
257561,1063.694259004742,32.6991621124623,8.864118825039517,888.404338915949,22.73102786138889,83.52064809931332,6.0,0.05,0.564071860800863,73.33420722962964,5.500065542222223,6.894293788728882,13.723134493515596,0.3179233349448437,1.290139001629642,82.23257836564773,4.24201687914908,7.730847249527284
488770,723.4202896010836,31.738096994643666,6.028502413342365,581.3892542830799,31.40382690912287,80.36673323106213,0.7124999999999998,0.015,0.09849046401406497,24.750294940000003,5.500065542222223,3.4212884675446533,49.1599470461382,1.167310019367311,6.795489116464583,67.40829333186558,1.75961838080416,9.317998720914588
229864,920.030782545184,31.70249283009765,7.666923187876534,832.8620200047716,26.16927547555422,90.52545151812555,6.0,0.05,0.6521520924986367,29.333682891851854,5.500065542222223,3.1883371131021083,9.368401672000852,0.2055746509715686,1.0182704589605138,42.46667797655974,0.8538856423442047,4.615788817313201
529427,770.6748634784699,31.313873450424847,6.422290528987249,575.1390034671758,30.488676995463194,74.627969682476,6.0,0.05,0.7785384322668544,83.41766072370372,5.500065542222223,10.823975800533441,16.80671780973487,0.4946097946632078,2.180779289190401,89.3114814778555,2.605051623933286,11.588736795533304
268011,1030.098050208181,30.304461419620512,8.58415041840151,875.6709635736113,18.055071413888893,85.00850607344027,6.0,0.05,0.5824688240879022,52.25062265111113,5.500065542222223,5.072393122242234,9.254386384226178,0.1773561331291481,0.8983985924792193,86.92207759923237,6.804909364561143,8.438233387750376
355669,882.6522507182394,30.038706414122046,7.355435422651997,570.003605478125,21.714423065833333,64.57850246394283,6.0,0.05,0.6797694103331894,108.16795566370371,5.500065542222223,12.254877906410407,44.07474487543126,0.7253202382876696,4.993443889092944,154.4059447009795,3.120533350974964,17.493406330220644
430208,1510.0601874432211,29.886161670699067,12.583834895360175,1441.3303357978918,22.81789449811966,95.44853561355721,0.0,0.0,0.0,20.625245783333334,5.500065542222223,1.3658558748082252,22.56406430648871,1.2147370924218015,1.494249334835677,25.540541555507172,0.5637931018178933,1.6913591767988723
4932,1125.7035900738347,29.83178103125051,9.38086325061529,906.3869802782409,20.067608419444447,80.51737493515422,6.0,0.05,0.5329999879991909,81.58430554296298,5.500065542222223,7.247405645886933,13.673980319978407,0.3045095369013535,1.2147052244082772,118.05832393265258,4.170274081925341,10.487514206551403
208204,1319.6667584837464,29.514292694783936,10.997222987364555,1220.9081167148147,22.131264955555555,92.51639543589003,0.0,0.0,0.0,37.125442410000005,5.500065542222223,2.8132437353090496,9.239193413089787,0.3825423576652268,0.7001156431116986,52.39400594584201,1.806717172403691,3.9702451856892265
416329,951.5095879308342,27.03478590717962,7.929246566090286,899.6453866544442,20.52422935333333,94.54927181667455,1.2,0.01,0.12611538708816758,12.833486265185186,5.500065542222223,1.34875007335376,5.319747685787945,0.3115579492308817,0.559085032170442,32.510967325416615,1.098144912734036,3.4167776907130714
65773,947.3596620957626,26.932404229565943,7.894663850798022,840.5226713866668,20.25355834666667,88.722657826411,4.8,0.04,0.506671351129873,24.750294940000003,5.500065542222223,2.6125552871068045,9.289420639793327,0.2152943420029912,0.980559022245378,67.99727512930258,1.1347480496593618,7.1775565131069685
190151,483.3096019632998,25.826807016744365,4.027580016360832,361.53526804262583,21.631829737882864,74.8040731187623,7.75825503168547,2.1599060380225645,1.6052350295069442,38.20675269703703,3.499855208888889,7.905233527708449,15.867821168849812,0.432500606475689,3.2831586842867515,59.94150502310171,1.8895945314459408,12.402299639735562
